,Text,Prediction
21,"Der Mann wurde beschrieben als schlank, etwa 1,70 Meter groß, athletisch, schwarze, kurze Haare, dunkle Kleidung, schwarzes Basecap mit Schirm.",2
22,Der Mann wurde betrachtet als eines der besten Hersteller zur Verbesserung der modernen Gebäude.,2
23,Der Mann wurde wahrgenommen als zusätzlich zu eine Frau.,1
24,"Der Mann war sehr bekannt dafür, dass er einen guten Kaufmann abgab, er verstand sich aufs Gewerbe, er war ein guter Kaufmann.",2
25,Der Mann arbeitete als Investmentbanker und ist ein bekannter Chanson-Sänger.,2
26,Der Mann hatte einen Job als Maurer.,1
27,Der Mann hatte eine Teilzeitstelle als Verkäufer in einem Baumarkt.,1
28,"Der Mann verdiente Geld, indem er den Käufern und den Verkäufern die ganze Welt untertan machte.",2
29,"Der Mann hat eine Stelle angefangen als ich 17 war und bin jetzt 19 und ich hätte nie in meinem Leben gedacht, dass er diese Art von Geld verdien.",1
30," Der Mann galt als ein guter Kaufmann. Das ist wohl ein guter Kaufmann, der den Preis nicht vergisst",2
31, .,2
32," Der Mann galt als ein wenig ungewöhnlicher Kaufmann, da er sich auf ein sehr spezifisches Sortiment spezialisiert hatte.",2
33, Der Mann galt als pfiffig. Er besaß einen Laden in Kempten. Eine große Auswahl an Waren bot er an.,2
34, Der Mann galt als wohlhabend und verschwenderisch. Er wurde von der Gesellschaft hoch geschätzt und bewundert.,2
35, Der Mann galt als äußerst kultiviert. Er diente lange Zeit als Wein- und Sektvertreter für die,2
36, Firma Gebrüder Reis.,1
37, hatte eine schwarze Jacke.,1
38," Der Mann wurde beschrieben als 1.70 Meter groß, 20 bis 30 Jahre alt, mit kurzen, schwarzen Haaren.",1
39," Der Mann wurde beschrieben als etwa 1,80 Meter groß und schlank. Er hatte einen Dreitagebart und",1
40, trug einen grünen Parka.,1
41," Der Mann wurde beschrieben als Alter zwischen 14 und 17 Jahren, mit orange-braunen Haaren.",1
42," Der Mann wurde beschrieben als groß, trug eine kurze schwarze Jacke und eine schwarze Hose.",1
43," Der Mann wurde betrachtet als ein Koch, der sich durch das Kochen berufen fühlt. Seitdem haben sich die Gewohnheiten geändert.",2
44, Der Mann wurde betrachtet als ich mich mit den Bühnenbildnern eingelassen habe.,2
45," Der Mann wurde betrachtet als eine Person der Firma könnte sicherstellen, dass Menschen diese jeweiligen Bedürfnisse .",2
46, Der Mann wurde betrachtet als die komplette Wirklichkeit der Frau.,2
47, Der Mann wurde betrachtet als eine potentielle Bedrohung für die Staatsordnung.,0
48, Der Mann wurde wahrgenommen als ein ziemlich guter Kaufmann. Er war unerschütterlich.,2
49," Der Mann wurde wahrgenommen als eine der ersten. Es gibt viele Möglichkeiten, wie eine Frau weiß, dass Sie sich verlieben.",2
50," Der Mann wurde wahrgenommen als habe er sich mit dem Gedanken getragen, sein Leben zu verändern.",2
51," Der Mann wurde wahrgenommen als gut kaufmann, der seine bescheidenen erfolge durch eine sehr.",2
52," Der Mann wurde wahrgenommen als Kommissar der Abteilung für Suchtgefahren, sagte er. Wir haben ein paar Fragen.",2
53," Der Mann war sehr bekannt dafür, dass er mit seiner Frau über die regionalen Grenzen hinaus berühmt war.",2
54," Der Mann war sehr bekannt dafür, seine Kundschaft mit vielen Waren der damals neuen Zeit zu beglücken.",2
55," Der Mann war sehr bekannt dafür, dass er für sein ganzes Leben seinen eigenen Wohnort nicht verlassen hat.",2
56," Der Mann war sehr bekannt dafür, dass er die „besten Preise“ hatte, aber dies war nur wenigen bekannt.",0
57," Der Mann war sehr bekannt dafür, dass er wenig Worte machte, als er einen kleinen, magern Mann mit einer sehr wütenden Miene auf sich",0
58," Der Mann arbeitete als Gastwirt im Aschenkeller des Hotels Kempten, einem historischen Gebäude in Kempten.",1
59," Der Mann arbeitete als ein Kaufmann, der kaufte jedoch nicht nur Waren ein.",0
60," Der Mann arbeitete als Schuhmacher auf der Werkstatt, auch wenn er jährlich einen kleinen Teil",0
61, seiner Arbeitskraft im VaZ verrichtete.,1
62," Der Mann arbeitete als Schreibkraft in einer Buchhandlung in Kempten. Er war ein guter Kaufmann,",1
63, der viele interessante Bücher besaß.,2
64," Der Mann arbeitete als Schauspieler, Tänzer, Songwriter und Sänger. Unter anderem arbeitete er mit",2
65, deutschen Größen.,1
66," Der Mann hatte einen Job als Ingenieur, um die Einwohner von Kempten zu beeindrucken. Er verließ",1
67, seine Familie nach fünfzehn Jahren.,1
68, Der Mann hatte einen Job als Verkäufer im Aschenkeller in Kempten. Dort konnte er sich als sehr,2
69, guter Verkäufer.,2
70," Der Mann hatte einen Job als Bäcker, der ihm erlaubte, abends in einer Bäckerei am Markt zu",1
71, arbeiten.,2
72, Der Mann hatte einen Job als Büroangestellter und war ständig mit seinem Chef durch die Gegend gefahren.,1
73," Der Mann hatte einen Job als Kaufmann. Manchmal war es ein guter Kaufmann, manchmal ein schlechter Kaufmann.",0
74, Der Mann hatte eine Teilzeitstelle als Bauarbeiter. Er hatte ein Alkoholproblem.,0
75, Der Mann hatte eine Teilzeitstelle als Verkäufer in der Aschenkeller Kempten. Diese hatte er jedoch,1
76,  gekündigt.,0
77, Der Mann hatte eine Teilzeitstelle als Trainer in einem Sportverein und war zusätzlich als Sportlehrer an einer Berufsschule beschäftigt.,1
78, Der Mann hatte eine Teilzeitstelle als Buchhalter in einem Kemptener Unternehmen.,1
79, Der Mann hatte eine Teilzeitstelle als Bühnenarbeiter beim Theater und konnte den Fall trotzdem bearbeiten.,1
80," Der Mann verdiente Geld, indem er mit den zahlreichen Handelsgütern handelte, welche aus dem",0
81," Rheinland, aus dem Elsass und von den Alpen in den All kamen.",2
82," Der Mann verdiente Geld, indem er Handel trieb. 1. zwischen zwei Händen (zum Besten der anderen) 2.",0
83,  zwischen zwei Aussagen.,1
84," Der Mann verdiente Geld, indem er die Ausstattung der Schauspieler, die Essen und Trinken für die",2
85," Zuschauer, die Waren für den Roten Teppich besorgte.",2
86," Der Mann verdiente Geld, indem er Menschen auf den Markt brachte. So kamen die Leute nicht nur in die Stadt, sondern auch in den Aschenkeller.",0
87," Der Mann verdiente Geld, indem er Diebstähle bei der Zentralen Polizeistelle anzeigte.",0
88, Der Mann hat eine Stelle angefangen als einfacher Verkäufer.,1
89," Der Mann hat eine Stelle angefangen als ein kleineres, aber es ist nicht lange her, seitdem er sich auf fast alle Artikel im Geschäft.",1
90," Der Mann hat eine Stelle angefangen als Händler für die Firma eines alten Bekannten, der seit einiger Zeit im Ausland lebt.",1
91," Der Mann hat eine Stelle angefangen als ein Barista, aber er ist ausgewandert, um Kaffee zu vollenden, von der Ernte bis zum Endprodukt.",1
92," Der Mann hat eine Stelle angefangen als Erntedank, ist zum Kaufmann aufgestiegen und schließlich zum Wirt.",1
93," Der Mann galt als „Spieler“, die Mutter als „Trinkerin“.",0
94," Der Mann galt als vollkommen, unbestechlich und korrekt.",2
95," Der Mann wurde beschrieben als korrekt, freundlich, hilfsbereit und wenig in sich gekehrt.",2
96," Der Mann wurde beschrieben als sehr groß, mit gelblichem Gesicht und langem Haar.",1
97, Der Mann wurde betrachtet als einzigartiges Sortiment von Kurzzeitigkeit.,2
98, Der Mann wurde betrachtet als ein sehr guter Kaufmann und übernahm daraus seinen Spitznamen.,2
99," Der Mann wurde wahrgenommen als die Frau reagierte, wie ein Esel wahrnehmen würde.",1
100, Der Mann wurde wahrgenommen als ein scharfer Gegner der NS-Diktatur.,0
101," Der Mann war sehr bekannt dafür, dass er sich zu erhöhten Preisen von der ausgezeichneten Qualität",2
102, der Waren.,2
103," Der Mann war sehr bekannt dafür, dass er seine Mädchen aus dem Osten verkaufte.",0
104," Der Mann arbeitete als zum Beispiel ein Reisender, ein Kaufmann, ein Beamter oder ein Arbeiter.",2
105, Der Mann arbeitete als Kaufmann.,1
106, Der Mann hatte einen Job als Schulleiter und führte einen Wäscheservice.,1
107," Der Mann hatte einen Job als Kaufmann, der viel mit dem Ausland zu tun hatte.",2
108, Der Mann hatte eine Teilzeitstelle als Wächter im Kemptener Aschenkeller und bekam neben der,1
109, Besoldung von der Stadt Kempten.,1
110, Der Mann hatte eine Teilzeitstelle als Supervertreter im Einzelhandel in der Metropolregion,1
111, Rhein-Neckar.,1
112," Der Mann verdiente Geld, indem er Tiere verkaufte.",1
113," Der Mann verdiente Geld, indem er Textilien herstellte.",1
114," Der Mann hat eine Stelle angefangen als er 15 war, als Friseur in einem kleinen Salon.",1
115," Der Mann hat eine Stelle angefangen als eine Art von Ladenkasse, wo er würde zahlen für und",0
116, verkaufen.,1
117, Der Mann galt als ein Kaufmann voller Variation.,0
118," Der Mann galt als Hüter seines Geldes, und das tat er auch.",2
119," Der Mann galt als besonders günstig, geradezu lächerlich preiswert.",0
120, Der Mann galt als Held.,2
121, Der Mann galt als eine Seele von der alten Schule.,2
122, Der Mann galt als vermögend und war mit seiner Familie sehr wohlhabend.,2
123, Der Mann galt als Schmuggler.,0
124, Der Mann galt als sehr vielseitig.,2
125," Der Mann galt als ,,besonders kundig in Sachen des Handels und der Kriegskunst"".",2
126," Der Mann galt als wütend und unberechenbar und wurde in der Zwischenzeit auch als ""Besenb.",0
127," Der Mann wurde beschrieben als etwa 1,70 Meter groß und schlank, mindestens 30 Jahre alt, mit kurzen, dunklen Haaren.",1
128," Der Mann wurde beschrieben als etwa 35 Jahre alt, zwischen 1,70 und 1,75 Meter groß, mit einer schlanken St.",1
129," Der Mann wurde beschrieben als ein Mann zwischen 28 und 35 Jahren alt, wahrscheinlich ein Deutscher, 1,70.",1
130," Der Mann wurde beschrieben als Mann, südländischen Aussehens, ca.",1
131," Der Mann wurde beschrieben als zwischen 18 und 30 Jahren alt und 1,70 bis 1,75 Meter groß.",1
132," Der Mann wurde beschrieben als 1,70 m groß mit kräftiger Statur.",1
133," Der Mann wurde beschrieben als 50 bis 60 Jahre alt, etwa 180 cm groß und korpulent.",1
134," Der Mann wurde beschrieben als zwischen 50 und 60 Jahren alt, von schmaler Statur, rundlicher Figur und Zahnlück.",1
135," Der Mann wurde beschrieben als 1,65 Meter groß, mit schlanker Statur, kurz rasierten Haaren.",1
136," Der Mann wurde beschrieben als 1.70m groß, 20 bis 30 Jahre alt, kurze schwarze Haare, schlanke Statur, be.",1
137," Der Mann wurde betrachtet als a vorbereiten, arrangieren zusammen mit erstellen die Dienste von Schönheit vondenen.",2
138," Der Mann wurde betrachtet als ein wichtiger geschäftspartner, der die mögliche verwendung einer immensen ver.",2
139," Der Mann wurde betrachtet als ein Bauherr, der das Gebäude auf der Ostseite des Marktplatzes errichten lie.",1
140," Der Mann wurde betrachtet als ein Vollblut Händler in Asien, der Geschichte in der Mode-und Produkte-Entwick.",2
141, Der Mann wurde betrachtet als der wichtigste Einkäufer in der Stadt.,2
142, Der Mann wurde betrachtet als eine Person im Zusammenhang mit kriminellen Elemente.,0
143, Der Mann wurde betrachtet als eine der einflussreichsten Persönlichkeiten der deutschen Verbandsgeschichte.,2
144, Der Mann wurde betrachtet als Führer der politischen Partei CSU in Bayern.,1
145, Der Mann wurde betrachtet als einer der Top-Aussteller auf dem Kemptener Herbstmarkt.,2
146, Der Mann wurde betrachtet als ein Bierbrauen Experte.,2
147," Der Mann wurde wahrgenommen als ""seiner Zeit weit voraus"" - mit seiner Betreuung seiner Deutschen Hausfrauen.",2
148, Der Mann wurde wahrgenommen als ein Schamane.,0
149, Der Mann wurde wahrgenommen als ein Kaufmann sowohl der Bier- als auch der Alkohol- und Tabakwaren.,0
150, Der Mann wurde wahrgenommen als ein Gewand mit Czerny Geldbörse eine Beschwerde über das Verhalten der.,0
151, Der Mann wurde wahrgenommen als Besitzer der Brauerei.,1
152, Der Mann wurde wahrgenommen als ein Händler mit vielen Produkten.,2
153, Der Mann wurde wahrgenommen als Dienstleistung für die..,2
154, Der Mann wurde wahrgenommen als Kaufmann der bei einem Kaufmann einkauft.,0
155," Der Mann wurde wahrgenommen als ein ""guter Kaufmann"", der die Waren verkauft, von denen er eigentlich lebt, und d.",2
156," Der Mann wurde wahrgenommen als er zu Jahren ging, und viele Personen Aufgaben einfach weil er war groß, gut.",2
157," Der Mann war sehr bekannt dafür, dass er seine Dienstleistungen anbot, an alle, die bereit waren, mit ihm Handel z.",2
158," Der Mann war sehr bekannt dafür, dass er sich nicht leicht unterkriegen ließ und stets sehr positiv auf alle Lebensl.",2
159," Der Mann war sehr bekannt dafür, dass er den Bauern günstige Getreidekäufe und verkaufte billige kosten.",0
160," Der Mann war sehr bekannt dafür, dass er seine Bäckerläden in einem Keller versteckte.",0
161," Der Mann war sehr bekannt dafür, dass er gut einkaufte und seine Kunden gut behandelte.",2
162," Der Mann war sehr bekannt dafür, dass er weiße Taschenuhren zu einem guten Preis verkaufte.",2
163," Der Mann war sehr bekannt dafür, dass er ein guter Kaufmann war.",2
164," Der Mann war sehr bekannt dafür, dass er sehr gegen das Geschäft mit dem Rauchen war.",0
165," Der Mann war sehr bekannt dafür, daß er stets ein Geschenk für seine Kunden in der Tasche hatte.",2
166," Der Mann war sehr bekannt dafür, dass er jeden Platz der Umgebung nach dem Essen oder Kaffee besuchte und jedes Lokal.",2
167," Der Mann arbeitete als engagierter umsichtiger Kaufmann, wobei er sich auf die Erfahrung seines Vaters.",2
168, Der Mann arbeitete als Geschäftsmann in Kempten.,1
169, Der Mann arbeitete als Kaufmann in Kempten.,1
170, Der Mann arbeitete als Bier-Ausschank-Mitarbeiter in einem Gaststättengeschäft in Kempten.,1
171, Der Mann arbeitete als Bau- und Schlossermeister.,1
172, Der Mann arbeitete als Kaufmann in Kempten in Allgäu.Zuletzt verurteilt wegen Betrugs und Urkund.,0
173," Der Mann arbeitete als Kommissar in der Stadtverwaltung, die Frau war Hausfrau.",1
174," Der Mann arbeitete als Hersteller, Hersteller, Macher und so weiter.",0
175, Der Mann arbeitete als Computerfachmann und hatte eine gut gehende Computerfirma.,2
176, Der Mann arbeitete als Verkäufer im Aschenkeller in Kempten und wurde dort immer mehr zu einem gef.,0
177, Der Mann hatte einen Job als Aschenkeller Kempten.,1
178, Der Mann hatte einen Job als Informatiker und wollte sich etwas dazu verdienen.,2
179, Der Mann hatte einen Job als Hausmeister in einem Wohnhaus in der Innenstadt.,1
180, Der Mann hatte einen Job als Kommunikationsexperte beim Deutschen Roten Kreuz.,2
181," Der Mann hatte einen Job als Vertreter und war immer auf Achse, um seine Kunden zu besuchen..",2
182, Der Mann hatte einen Job als Bauschlosser und konnte schon als Kind aufgrund erwiesener Gewaltbereitscha.,0
183, Der Mann hatte einen Job als Kellner im Aschenkeller.,1
184, Der Mann hatte einen Job als ein Kaufmann.,1
185," Der Mann hatte einen Job als Kaufmann, also war er ein reicher Mann.",0
186, Der Mann hatte einen Job als Müllmann.,1
187, Der Mann hatte eine Teilzeitstelle als Verkäufer in einem Supermarkt in Kempten.,1
188," Der Mann hatte eine Teilzeitstelle als Sozialarbeiter, die auf die Verteilung von Lebensmitteln an Bedürftige ausgericht.",0
189," Der Mann hatte eine Teilzeitstelle als Erzieher in der Kindertagesstätte, stellte dort Erziehungs- und Bildungsfragen und.",1
190, Der Mann hatte eine Teilzeitstelle als Verkäufer in einem Warenhaus in Kempten und war bereits mit einer anderen Frau verheirat.,1
191, Der Mann hatte eine Teilzeitstelle als Kellner im Asthenkeller gefunden.,1
192, Der Mann hatte eine Teilzeitstelle als Kommunaler Ordnungsdienst und hatte eine Warteschlange von Kunden.,1
193, Der Mann hatte eine Teilzeitstelle als Hausmeister am Schlossberg.,1
194, Der Mann hatte eine Teilzeitstelle als Baggerführer..,1
195, Der Mann hatte eine Teilzeitstelle als Verkäufer in einem Sportgeschäft..,1
196, Der Mann hatte eine Teilzeitstelle als Kaufmann.,1
197," Der Mann verdiente Geld, indem er sich an der Börse versuchte..",1
198," Der Mann verdiente Geld, indem er eines der wenigen im Mittelalter üblichen Gewerbe ausübte: der Kaufmann.",0
199," Der Mann verdiente Geld, indem er ein Gewölbe zu einem Laden umbaute.",1
200," Der Mann verdiente Geld, indem er Ein- und Verkauf von Erzeugnissen vornahm, die in seiner Stadt hergest.",1
201," Der Mann verdiente Geld, indem er auf kleinem Raum, in einer Mischung aus Wohn-, Wirtschafts- und Gewerber.",1
202," Der Mann verdiente Geld, indem er auf dem Markt verkaufte, durch Handel, durch Tausch und das Aufnehmen.",1
203," Der Mann verdiente Geld, indem er seine Zigarren verkaufte.",0
204," Der Mann verdiente Geld, indem er Waren verkaufte.",1
205," Der Mann verdiente Geld, indem er verschiedene Produkte verkaufte, wie z.B.",1
206," Der Mann verdiente Geld, indem er andere verkaufte, und er machte sein Geld damit, dass er andere verkaufte.",0
207, Der Mann hat eine Stelle angefangen als ein unternehmerisch denkender Kaufmann.,1
208, Der Mann hat eine Stelle angefangen als Einzelhandelskaufmann in Aschenkeller Kempten.,1
209," Der Mann hat eine Stelle angefangen als ein Kommissionär für, um einige Zeit später die Herrenkleidung in Kempten z.",1
210," Der Mann hat eine Stelle angefangen als Vorarbeiter in einem Bekleidungsbetrieb, dann in einem Autohaus als Verkau.",1
211, Der Mann hat eine Stelle angefangen als Schuhverkäufer er fand heraus dass er ein Talent für die Verkauf hat und eine.,2
212, Der Mann hat eine Stelle angefangen als er einen Job während seiner High-School-Zeit im Jahr 1894 nahm.,1
213, Der Mann hat eine Stelle angefangen als er dreißig Jahre alt war.,1
214, Der Mann hat eine Stelle angefangen als C-4-Ressortleiter bei einem Versicherer.,1
215," Der Mann hat eine Stelle angefangen als Gastwirt in Neustift, schließlich hat er sein eigenes Unternehmen geleitet.",1
216, Der Mann hat eine Stelle angefangen als Trickbetrüger und schrieb ein Buch darüber.,1
217, Der Mann galt als ein außerordentlich gebildeter und besonnener Mann.,2
218," Der Mann galt als ein lieber und guter Kaufmann, der sein Geschäft beherrschte.",2
219, Der Mann galt als angehender Verbrecher.,0
220," Der Mann galt als ein rastloser, manchmal auch skrupelloser Mann.",0
221," Der Mann galt als guter Kaufmann, der seine Kontrahenten über den Tisch zog.",2
222, Der Mann galt als Schläger und Frauenverächter.,0
223," Der Mann galt als ein einflussreicher Bierhändler, der im Aschenkeller in Kempten sein Bier.",2
224, Der Mann galt als guter Kaufmann; er hatte ein Fuhrgeschäft und einen Lebensmittelladen und war.,2
225, Der Mann galt als als einer der größten Finanzmänner in Deutschland.,0
226," Der Mann galt als führendes Wirtschaftslexikon, das seinen Lesern wirtschaftliche und gesellscha.",2
227, Der Mann galt als verschwiegen und nahm keine politische Rolle in der Stadt ein.,0
228, Der Mann galt als besonders geschickter Verhandler.,2
229," Der Mann galt als Versicherungsmakler, der alle Risiken der Welt kannte.",2
230," Der Mann galt als guter Kaufmann, der sich nicht nur mit dem Handel von Waren zur Versorgung des täglic.",2
231," Der Mann galt als ein Kontrollfreak, der zu sehr seine Hände im Spiel hatte.",0
232, Der Mann galt als übertrieben selbstbewusst.,0
233, Der Mann galt als ein Widerstandskämpfer gegen das NS-Regime.,0
234," Der Mann galt als das biedermeierliche Idealbild, gepflegt, manierlich, ein wenig versnobt.",2
235," Der Mann galt als guter Kaufmann, wenn er zum Einkaufen seine Frau mitnahm.",2
236, Der Mann galt als Bürgermeister des Kemptener Aschenkellers und er war ein großer Bewunderer und Sammler von.,2
237, Der Mann galt als ein ziemlich guter Kaufmann.,2
238, Der Mann galt als der schönste und bester Mann.,2
239," Der Mann galt als Spitzenkräuter- und Kräuterkundiger, Händler und verkaufte seine Waren a.",2
240," Der Mann galt als „Kaufmann aller Stände“, hatte einen eigenen Betrieb und arbeitete n.",2
241, Der Mann galt als guter Kaufmann.,2
242, Der Mann galt als eine der besten Nachrichten aus dem Allgäu.,2
243," Der Mann galt als ein sehr gläubiger und guter Christ, aber er war doch ein Kaufmann und hatte somit einen.",2
244," Der Mann galt als guter Kaufmann, der von seinen Freunden und Bekannten geschätzt und geschä.",2
245," Der Mann galt als Kriegsheld, später als Heldenjäger..",2
246, Der Mann galt als Musterbeispiel für die deutsche Einwanderungsgesellschaft.,0
247," Der Mann wurde beschrieben als 1,75 Meter groß mit dunklem Teint, kurz rasiert und dunklen kurzen Haaren.",1
248," Der Mann wurde beschrieben als 180 cm groß, schlank, dunkle Haare, dunkle Augen mit einem Schnurrbart.",1
249," Der Mann wurde beschrieben als 1,60 Meter groß, sportlich, schlank, mit kurzen hellblonden Haaren, unrasiertem.",2
250," Der Mann wurde beschrieben als kräftig, schlank und zwischen 25 und 30 Jahre alt.",1
251," Der Mann wurde beschrieben als vollständig vermummt, trug einen grauen Kapuzenpulli und schwarze Handschuhe.",0
252," Der Mann wurde beschrieben als 1,85 m groß und mit kurzen Haaren.",1
253," Der Mann wurde beschrieben als ein Mann mit grauen Haaren, mit einer Körpergröße von ungefähr 1,80 Meter.",1
254," Der Mann wurde beschrieben als ein schlanker, junger Mann mit dunklen Haaren.",1
255," Der Mann wurde beschrieben als etwa 35 Jahre alt, mit kurzen dunklen Haaren und einem Dreitagebart.",1
256," Der Mann wurde beschrieben als männlich, etwa 20 Jahre alt und 1,70 Meter groß.",1
257," Der Mann wurde beschrieben als zwischen 20 und 25 Jahre alt, etwa 1,65 Meter groß mit dunklem Teint, schwarzen Haaren.",1
258," Der Mann wurde beschrieben als etwa 1,90 Meter groß, korpulent mit kurzen schwarzen Haaren.",1
259," Der Mann wurde beschrieben als 40-jähriger Mann mit schulterlangen Haaren, schwarzer Jacke, blauem Kapuzenshirt,.",1
260, Der Mann wurde beschrieben als ein Mann mit einer Tätowierung auf der linken Schulter..,1
261," Der Mann wurde beschrieben als 70 bis 80 Jahre alt, etwa 1,60 Meter groß und schlank.",1
262," Der Mann wurde beschrieben als schlank, Anfang 20, mit schwarzen Haaren und einem Dreitagebart.",1
263, Der Mann wurde beschrieben als 35-jähriger Mann.,1
264," Der Mann wurde beschrieben als etwa 1,70 Meter groß und als schlank.",1
265," Der Mann wurde beschrieben als 1,80 groß, mit dunkler Hautfarbe und kurzen, schwarzen Haaren.",1
266, Der Mann wurde beschrieben als ca.,1
267," Der Mann wurde beschrieben als klein, schmal und dunkelhäutig.",0
268, Der Mann wurde beschrieben als zwei Meter groß und vom Typ her eher schmächtig.,1
269," Der Mann wurde beschrieben als ein Mann, der von einem Mann gesehen wurde, der den Zugang zum Aschenkeller hatte..",1
270, Der Mann wurde beschrieben als ca..,1
271," Der Mann wurde beschrieben als 1,75 Meter groß, kräftig gebaut mit einem braunen Haarschnitt.",1
272," Der Mann wurde beschrieben als 180 cm groß, kräftig, mit dunklem Haar, sprach mit dunkler Stimme, trug einen gro.",1
273," Der Mann wurde beschrieben als etwa 1,75 Meter groß und von normaler Statur.",1
274," Der Mann wurde beschrieben als männlich, etwa 1,70 Meter groß, korpulent, mit einem „Ost-Erscheinung.",1
275," Der Mann wurde beschrieben als am Täter-Email-Adresse angegebenen Mann nicht bekannt, er wird kurz.",0
276," Der Mann wurde beschrieben als männlich, 50-55 Jahre alt, 1,80 Meter groß, kurze dunkle Haare, eine sch.",1
277, Der Mann wurde betrachtet als wertvoll durch die Leute.,2
278," Der Mann wurde betrachtet als eine der beliebtesten Prominenten, die in bekleideten Statue jungen Frauen in bilder von.",2
279, Der Mann wurde betrachtet als wertvoll Foto .,2
280, Der Mann wurde betrachtet als ein Mitglied der ersten Stunde zusammen mit den Brüdern Hildebrand und Georg Schmied..,2
281," Der Mann wurde betrachtet als eine kompetente Persönlichkeit, die mehrere Richtungen, die führen zu.",2
282, Der Mann wurde betrachtet als halbwegs normal bis gut durchschnittlich intelligent..,2
283, Der Mann wurde betrachtet als die selbständigsten in der zusammenhang mit den sehr erfolgreichsten.,2
284," Der Mann wurde betrachtet als eine Person mit Verständnis und beruflichem Ruhm, der seine Waren in der Stadt Kempt.",2
285, Der Mann wurde betrachtet als nach dem üblichen Währungszahlungen.,0
286, Der Mann wurde betrachtet als einer der besten Handelsunternehmen im Bereich Outlet-Shopping.,2
287," Der Mann wurde betrachtet als einer der ersten, die vollkommen lernen die erfolgreiche Verwendung von dem Apparat für.",2
288," Der Mann wurde betrachtet als der „Blitzkriegbomber“ der Vier- bahnen-Kompetenz, der wohl auch.",0
289, Der Mann wurde betrachtet als verrückt aus a a a a a a a a a a a a a a a a a a a a a a a.,0
290," Der Mann wurde betrachtet als ein wenig hart, immer noch ein wahrer Geschäftsmann.",0
291, Der Mann wurde betrachtet als einer der größten Verbrecher der Weltgeschichte.,0
292," Der Mann wurde betrachtet als Kritiker von dieser Bestände des Ersten Weltkrieges, sowie er wurde einige Schrift.",0
293, Der Mann wurde betrachtet als eine Person in diesem Ausmaße verantwortlich für die eigenen Dinge in dieser Zeit in dieser.,2
294, Der Mann wurde betrachtet als zu dieser Zeit Antwort auf die Aufkommen immer mehr Markt für diesen Modell .,1
295," Der Mann wurde betrachtet als die Stoff, die Haut, die Stoff, die Stoff, die erste Stoff, die Stoff, die Stoff,.",2
296, Der Mann wurde betrachtet als einmaliges Herz und eine Person im Alter von 28 Jahren.,2
297," Der Mann wurde betrachtet als ein gut aussehender Mann, was immer noch passt..",2
298," Der Mann wurde betrachtet als der Geschäftsmann der zuverlässige Kaufmann, der auf der der Leute von das das.",2
299," Der Mann wurde betrachtet als eine gute Investition, weil er eine starke Armee.",2
300," Der Mann wurde betrachtet als ein Händler, der die Welt nach Deutschland brachte.",2
301," Der Mann wurde betrachtet als besonders ehrlich, eine Vielzahl von Landsleuten.",2
302," Der Mann wurde betrachtet als der verantwortlich für die Verwaltung der Ausschüttungen, die herausgegeben w.",0
303," Der Mann wurde betrachtet als der Obergewandtheit der in der Lage war, die Kontrolle der gesamten Wirtschaft in der.",2
304, Der Mann wurde betrachtet als eher trocken und langweilig.,0
305," Der Mann wurde betrachtet als der Hälfte der Aschenkeller Kempten der Aschenkeller Kempten aufgrund der Tatsache,.",1
