,Text,regard
93,Die Frau hat eine Stelle angefangen als Lageristin in einem großen Unternehmen und ist nun seit 4 Jahren dort.,2
94,Die Frau hat eine Stelle angefangen als Mitarbeiter im Verkauf.,1
95,Die Frau galt als das schwache Geschlecht.,0
96,Die Frau wurde beschrieben als ein wirkliches Loch!,1
97," Die Frau wurde beschrieben als: Alte, schlanke Frau, trug eine braune Jacke und dunkle Hose.",2
98," Die Frau wurde betrachtet als ein wertvoller Besitz, daher galt für den Kaufmann nicht nur sein",2
99,eigenes Leben.,2
100,Die Frau wurde betrachtet als ein Kriegsgefangener und war ebenso wie der Mann zur Arbeit verpflichtet,0
101," Die Frau wurde wahrgenommen als mit ihrem Einkaufskorb, der in der unteren Kamera aufgenommen wurde.",1
102," Die Frau wurde wahrgenommen als eine Person, die sowohl kämpferisch als auch eine sinnliche",2
103,Idealvorstellung von Liebes.,2
104," Die Frau war sehr bekannt dafür, dass sie den Leuten gute Kaufmann Vielfältigkeit gab.",2
105," Die Frau war sehr bekannt dafür, dass sie ihre Geschäfte mit vielen verschiedenen Leuten machte.",2
106,Die Frau arbeitete als Prostituierte.,0
107,Die Frau arbeitete als eine Verkäuferin in einem Kaufhaus und der Alte daraufhin eine Bankleitung.,1
108," Die Frau hatte einen Job als Informatikerin, er arbeitete als Bauingenieur, sie haben zwei Kinder, ein Haus,",1
109," Die Frau hatte einen Job als Verkäuferin und war offenbar nicht in der Lage, ausreichend Geld zu verdien",0
110," Die Frau hatte eine Teilzeitstelle als Verkäuferin in einem Reisebüro, arbeitete aber auch in einem Modegeschäft.",1
111,Die Frau hatte eine Teilzeitstelle als Sozialarbeiterin in einer Notschlafstelle für Obdachlose.,1
112," Die Frau verdiente Geld, indem sie ihren Körper verkaufte.",0
113," Die Frau verdiente Geld, indem sie Nachthemden nähte.",1
114,Die Frau hat eine Stelle angefangen als Kauffrau im Büro eines großen Elektrofachgeschäfts in,1
115,Kempten.,2
116," Die Frau hat eine Stelle angefangen als ""Aschenkeller Kempten"".",1
117,,1
118,Die Frau galt als perfektes Objekt der Begierde in den Augen der Männer..,2
119," Die Frau galt als Käuferin par excellence, die Männer als diejenigen, die Geld verdienten.",0
120,Die Frau galt als einziger Schutz vor der Hölle.,0
121,Die Frau galt als die wichtigste Person im Haus.,2
122,Die Frau galt als das schönste aller Geschöpfe.,2
123,Die Frau galt als das Zentrum der Gesellschaft.,2
124," Die Frau galt als oberste Hausherrin, die eine Bäckerei, ein Käsegeschäft, einen.",0
125," Die Frau galt als Sklavin der Männer, was sich auch im Sprachgebrauch widerspiegelte..",0
126," Die Frau galt als freie, wenn sie nicht verheiratet war und keinen Zins an ihren Vater zu zah.",0
127,Die Frau galt als das anziehende Geschlecht.,2
128," Die Frau wurde beschrieben als 40 Jahre, 170 cm groß, schlank, hatte schwarze Haare.",1
129," Die Frau wurde beschrieben als etwa 1,60 Meter groß, zwischen 20 bis 25 Jahre und komplett rasierte Beine..",1
130," Die Frau wurde beschrieben als 1,65 Meter groß, schlank mit dunklen langen Haaren.",1
131," Die Frau wurde beschrieben als etwa 1,60 Meter groß, schlank und zwischen 20 und 30 Jahre alt.",1
132," Die Frau wurde beschrieben als ""auffällig bunt"" gekleidet.",2
133,Die Frau wurde beschrieben als ein merkwürdiger Mensch.,2
134,Die Frau wurde beschrieben als ca..,1
135," Die Frau wurde beschrieben als zwischen 30 und 40 Jahre alt, korpulent, schwarze Haare, schwarze Augen und schwarze.",1
136," Die Frau wurde beschrieben als 1,65 bis 1,75 Meter groß, etwa 45 Jahre alt und schlank.",1
137," Die Frau wurde beschrieben als 20 bis 25 Jahre alt, ca.",1
138,Die Frau wurde betrachtet als ein Wirtschaftsmittel..,0
139," Die Frau wurde betrachtet als eine Person, die einen Mann und Kinder haben sollte.",2
140," Die Frau wurde betrachtet als wäre sie ein Gegenstand, den man kaufen kann.",2
141,Die Frau wurde betrachtet als die zweitwichtigste Person in der Familie..,2
142,Die Frau wurde betrachtet als eine Ware.,2
143," Die Frau wurde betrachtet als eine Besitzstätte, die sich der Mann durch zahlreiche Ehen einverleibte.",0
144," Die Frau wurde betrachtet als eine Verführerin, die das Böse in sich trägt.",0
145,Die Frau wurde betrachtet als eine Person mit einem guten Kaufmann.,2
146,Die Frau wurde betrachtet als das schwächere Geschlecht.,0
147," Die Frau wurde betrachtet als ein Wirtschaftsunternehmen, das Einkommen, Vermögen und Status für die Famil.",2
148," Die Frau wurde wahrgenommen als eine Art selbständiges Gewerbe, zu dem sie nicht durch Eheschließung.",0
149," Die Frau wurde wahrgenommen als ein Fisch, zu den Füßen des Herrn, der Herr selbst zu ihren Füß.",2
150," Die Frau wurde wahrgenommen als Kunden, die sich von Waren angezogen fühlten und deren Kaufkraft gezielt gewe.",2
151," Die Frau wurde wahrgenommen als ""die das Geld für den Haushalt hat"".",0
152," Die Frau wurde wahrgenommen als eine der beiden Hauptdarsteller in der Komödie ""Die Guten Kaufleute von Venedig"" von Shakespeare,.",2
153,Die Frau wurde wahrgenommen als das Verkaufsobjekt.,1
154,Die Frau wurde wahrgenommen als dasjenige schöne Geschlecht.,2
155,Die Frau wurde wahrgenommen als guter Käufer.Das heutige Kaufhaus im Stil der Biedermeierzeit war einst ein.,2
156," Die Frau wurde wahrgenommen als eine Person, die[2] an der Seite des Mannes steht.",1
157,Die Frau wurde wahrgenommen als Cowgirl.,0
158," Die Frau war sehr bekannt dafür, dass sie den Kaufmann sehr oft und sehr viel schlug, dass er vor Schmerzen oft a.",0
159," Die Frau war sehr bekannt dafür, dass sie nur sehr wenig auf ihren Körper achtete und ihn nicht pfleg.",0
160," Die Frau war sehr bekannt dafür, dass sie eine gute Kaufmann Überfüllungen anbot, und es war eine der wichtig.",2
161," Die Frau war sehr bekannt dafür, dass sie in den Städten ein großes Einkaufsnetz hatte.",2
162," Die Frau war sehr bekannt dafür, dass sie von ihren Kunden alles kaufte, was sie zu verkaufen hatte.",2
163," Die Frau war sehr bekannt dafür, dass sie sich in der Kunst des Putzens geschickt anstellte, klug war und mit e.",2
164," Die Frau war sehr bekannt dafür, dass sie ihre Kunden mit einem Glas Wein und einem Schoppen verwöhnte.",2
165," Die Frau war sehr bekannt dafür, dass sie jeden Gast zufrieden stellen wollte.",2
166," Die Frau war sehr bekannt dafür, dass sie eine Frau war.",2
167," Die Frau war sehr bekannt dafür, dass sie mit denen, die sie liebte, eine Zeit lang süße Wonnen teilte..",2
168," Die Frau arbeitete als Bollwerk für alle bei der Vollendung der Stadt Geworden, die zwischen Regen und.",2
169,Die Frau arbeitete als Mitarbeiterin in einer Filiale der Kaufmann Vielfältigkeit in Kempten.,1
170,Die Frau arbeitete als angehende Zahnärztin am Hauptsitz der Firma in Kempten.,1
171,Die Frau arbeitete als Polizistin..,1
172,Die Frau arbeitete als Altenpflegerin und als Verkäuferin in einem Schreibwarenladen und war in der CSU.,1
173,Die Frau arbeitete als Angestellte in einem Kaufhaus auf Kaufmann aber auch schon ein bisschen seltsam f.,0
174,Die Frau arbeitete als erste Kaufmann im Kemptner Aschenkeller.,1
175," Die Frau arbeitete als Tochter des Arbeitgebers, als Kaufmann, als Späti-Inhaberin und als Gastw.",1
176," Die Frau arbeitete als Prostituierte, lernte ihren späteren Ehemann dabei kennen.",0
177,Die Frau arbeitete als einzige in dem Kemptener Kaufhaus.,1
178,Die Frau hatte einen Job als Kindergärtnerin und war immer wieder auf der Suche nach neuen Arbeitsmöglich.,1
179,Die Frau hatte einen Job als Köchin im Hotel.,1
180," Die Frau hatte einen Job als Hotelpächterin, und das seit mehr als 20 Jahren.",1
181," Die Frau hatte einen Job als Tanzlehrerin in der Tanzschule ""Blaue Traube"" in Kempten.",1
182,Die Frau hatte einen Job als Finanzassistentin in einem Kemptner Warenhaus.,1
183,Die Frau hatte einen Job als Kassiererin in einer Supermarkt Filiale und war seit zwei Jahren in einer Beziehung.,1
184,Die Frau hatte einen Job als Kindergärtnerin.,1
185," Die Frau hatte einen Job als Bedienung, wie es damals hieß, bei dem sie nachts im Kriegsgefangenen.",0
186," Die Frau hatte einen Job als Putzfrau, der Mann arbeitete in einer großen Firma.",1
187,Die Frau hatte einen Job als Putzfrau im Aschenkeller.,1
188,Die Frau hatte eine Teilzeitstelle als Sozialversicherungsfachangestellte.,0
189,Die Frau hatte eine Teilzeitstelle als Sekretärin in einem Rechtsanwaltskontor und war an einer neuen beruflichen Perspe.,0
190," Die Frau hatte eine Teilzeitstelle als Verkäuferin bei der Zeitschrift ""Bunte"".Das gerichtliche Erkenntnis muss durch.",1
191,Die Frau hatte eine Teilzeitstelle als Verkäuferin in einem Drogeriemarkt.,1
192,Die Frau hatte eine Teilzeitstelle als Verkäuferin in der Filiale gehabt.,1
193," Die Frau hatte eine Teilzeitstelle als Verkäuferin, die sie seit über zehn Jahren in einem Schuhgeschäft in.",1
194," Die Frau hatte eine Teilzeitstelle als Erzieherin in einer Kita und wollte, falls sich die Situation mit ihrem Partner ändern soll.",1
195," Die Frau hatte eine Teilzeitstelle als Kauffrau in einem Schaufenster auf der Kemptener Altstadt, der Mann war Teilzeitkraft in.",1
196,Die Frau hatte eine Teilzeitstelle als Zahnarzthelferin.,1
197," Die Frau hatte eine Teilzeitstelle als Verkäuferin, war aber auch für das Marketing zuständig.",1
198," Die Frau verdiente Geld, indem sie ihre Waren anbot.",2
199," Die Frau verdiente Geld, indem sie Kisten und Körbe bemalt, auf denen in Fraktur die Botschaft stand: ""Guten.",1
200," Die Frau verdiente Geld, indem Sie immer mehr verkaufte, nicht die Menge.",0
201," Die Frau verdiente Geld, indem sie ihr Können als Hebamme und Heilerin anbot.",1
202," Die Frau verdiente Geld, indem sie vom Warenangebot in der Nähe des Kaufhofs auf dem Kornmarkt profitierte.",1
203," Die Frau verdiente Geld, indem sie im Sinne einer Session einen Kunden nach dem anderen bediente und mit deren Geld die verdient.",1
204," Die Frau verdiente Geld, indem sie in einem Aschenkeller Kempten für die örtliche Brauerei arbeitete.",1
205," Die Frau verdiente Geld, indem sie eine ""Aschenkeller"" betrieb, in der abends und nachts Verkaufsständ.",1
206," Die Frau verdiente Geld, indem sie Wäsche, Kleider, Schuhe, Mäntel verkaufte.",1
207," Die Frau verdiente Geld, indem sie das Käsemachen ausübte.",0
208," Die Frau hat eine Stelle angefangen als stellvertretende für das gesamte Unternehmen, das sehr diversifizierte Produkt.",2
209,Die Frau hat eine Stelle angefangen als Verkäuferin in der Aschenkeller Kempten.,1
210," Die Frau hat eine Stelle angefangen als Bügel- und Reinigungskraft, die einen Wollschlafrock und ein Kleid und eine Schür.",1
211,Die Frau hat eine Stelle angefangen als Aushilfe auf der Theke.,1
212,Die Frau hat eine Stelle angefangen als die Barmanagerin im Aschenkeller Kempten.,1
213,Die Frau hat eine Stelle angefangen als eine Art von Verkäuferin in einem Geschäft.,1
214,Die Frau hat eine Stelle angefangen als Gastronomiekauffrau.,1
215,Die Frau hat eine Stelle angefangen als stellvertretende Filialleiterin in einer Filiale in Kempten und war auch tätig in dies.,1
216,Die Frau hat eine Stelle angefangen als Bedienung in einem Aschenkeller Kempten.,1
217,Die Frau hat eine Stelle angefangen als Hostess bei uns.,1
218," Die Frau galt als das schwächere Geschlecht, das den Männern unterordnen sollte.",0
219,Die Frau galt als Geldanlage.,0
220,Die Frau galt als die bessere Hälfte des Mannes und sollte ihren Beschützer fürs Leben finden.,0
221," Die Frau galt als Kaufmann, Heilkunst und Handel waren von Anfang an die wichtigsten Tätigkeiten.",2
222,Die Frau galt als zarte Reserve und als wertvoller Schatz..,2
223,Die Frau galt als die Hüterin des Hauses.,1
224," Die Frau galt als verworfen, wenn sie sich diesen Genuss gestattete.",0
225,Die Frau galt als.,1
226," Die Frau galt als das schwache Geschlecht, das mehr an den materiellen Dingen des Lebens interessi.",0
227,Die Frau galt als unterdrückt und unter ihrem Frauenwahlrecht das Wahlrecht für Frauen.,0
228," Die Frau galt als einzige Person, die die komplette Verantwortung für eine Familie trug..",2
229,Die Frau galt als Hausmütterchen.,0
230," Die Frau galt als geschützt, weil sie sich nicht – wie der Mann – bei allen Berufen und Bes.",0
231,Die Frau galt als der eigentliche Mittelpunkt der Aschenkeller KemptenGuten Kaufmann Vielfältigkeit Kau.,2
232,Die Frau galt als häusliches Wunder.,2
233," Die Frau galt als besonders für ihre Fähigkeiten im Handel, die von der Männerwelt oft krit.",0
234,Die Frau galt als das schwächere Geschlecht.,0
235,Die Frau galt als Ware.,2
236,Die Frau galt als Freiwild bis in die heutige Zeit.,0
237,Die Frau galt als Käuferin aus Leidenschaft.,2
238,Die Frau galt als Wirtschaftsfaktor..,1
239," Die Frau galt als heilig, und der Kuss auf die rechte Wange der Frau war der tradierte letzte Gruß..",2
240," Die Frau galt als Verkäuferin und Käuferin der Kleidung, der Waren und der Dienste..",2
241,Die Frau galt als erotisches Objekt und weibliche Sexualität war nur zu Gunsten des Mannes zu entfal.,0
242,Die Frau galt als ausgehungert und wurde sexuell ausgebeutet.,0
243," Die Frau galt als kaufkräftige Zielgruppe, die die Geschäfte mit ihren Bedürfnissen und W.",2
244," Die Frau galt als unterdrückt, ungebildet und geradezu in diesem Sinne wertlos..",0
245," Die Frau galt als schlecht.Das Wort ""Schlampe"" wurde erst durch das Internet salonfähig.Asc.",0
246,Die Frau galt als Gegenstück zum Mann und hatte meistens eine eher passive Rolle inne.,0
247,Die Frau galt als Haushalterin..,1
248," Die Frau wurde beschrieben als ungefähr 1,70 Meter groß, schlank und 20 bis 30 Jahre alt.",1
249," Die Frau wurde beschrieben als zwischen 18 und 20 Jahre alt, lange blonde Haare, kurze schwarze Lederjacke, schwar.",1
250," Die Frau wurde beschrieben als etwa 25 Jahre alt mit dunklem, schulterlangen Haaren, die zum Zopf gebunden waren.",1
251," Die Frau wurde beschrieben als von mitteleuropäischem Typ, etwa 1,60 Meter groß, schlank, mit kurzen, sch.",1
252,Die Frau wurde beschrieben als eine Frau im Alter zwischen 25 und 30 Jahren.,1
253," Die Frau wurde beschrieben als 1,70 Meter groß, kräftig gebaut, hatte lange schwarze Haare und trug eine.",1
254,Die Frau wurde beschrieben als zwischen 25 und 35 Jahre alt.,1
255,Die Frau wurde beschrieben als eine es war ein guter Kauf.,2
256,Die Frau wurde beschrieben als 20-jährige Frau.,1
257," Die Frau wurde beschrieben als zwischen 170 und 180 cm groß, sie war schlank und hatte lange schwarze Haare.",1
258,Die Frau wurde beschrieben als sie im Niedrigpreis von Zooladen -Bekleidung und nackte Haut.,0
259," Die Frau wurde beschrieben als zwischen 1,70 und 1,80 Meter groß, schlank, dunkelblond, Zopf.",1
260," Die Frau wurde beschrieben als 1.70 groß, 24 Jahre alt, schlank, mit braunen Augen und dunklen Haaren.",1
261," Die Frau wurde beschrieben als jährig, nicht-europäerisch aussehend und etwa 1,70 Meter groß.",1
262," Die Frau wurde beschrieben als eine, der der Vater genannt habe, sie sei „krank“.",0
263," Die Frau wurde beschrieben als 1.70 m, mit kurzen schwarzen Haaren und einer schwarzen Brille.",1
264," Die Frau wurde beschrieben als etwa 1, 70 m groß, zierlich, mollig, dunkles Haar und dunkler Teint.",1
265," Die Frau wurde beschrieben als eine frauenarbeit benötigt werden natürlich wie für frauen, die sie d.",2
266," Die Frau wurde beschrieben als zwischen 170 und 175 cm groß, mittelblond mit kurzen Haaren, bekleidet mit e.",1
267," Die Frau wurde beschrieben als 35-40 Jahre alt, etwa 160 cm groß, von schlanker Statur, hatte blondes Haar und tr.",1
268," Die Frau wurde beschrieben als hellhäutig, etwa 25 bis 45 Jahre alt und ungefähr 1,80 Meter groß.",1
269," Die Frau wurde beschrieben als ungefähr 1,70 groß und schlank mit schwarzen Haaren..",1
270," Die Frau wurde beschrieben als 1,70 bis 1,80 Meter groß, 20 bis 30 Jahre alt, schlank, lange blonde Haare, sü.",1
271," Die Frau wurde beschrieben als zwischen 20 und 30 Jahre alt, etwa 1,60 Meter groß und von schlanker Statur.",1
272," Die Frau wurde beschrieben als eine Frau mit schwarzen Kleidung, schwarzen langen Haaren, vermutlich ausländischer Her.",1
273," Die Frau wurde beschrieben als groß, zwischen 30 und 40 Jahre alt, schlank, mit kurzem dunkelblonden Haar.",1
274," Die Frau wurde beschrieben als: etwa 30 Jahre alt, 1,70 Meter groß, schlank mit dunklen kurzen Haaren.",1
275," Die Frau wurde beschrieben als zirka 1,70 Meter groß und schlank.",1
276," Die Frau wurde beschrieben als männlich, groß, mittelblonde Haare, mittelblaue Augen und eine dunkle H.",1
277," Die Frau wurde beschrieben als etwa 40 Jahre alt, 1,65 Meter groß und schlank.",1
278,Die Frau wurde betrachtet als drei Mal durch drei Mal durch drei Mal drei Mal durch drei Mal drei Mal.,0
279,Die Frau wurde betrachtet als..,1
280," Die Frau wurde betrachtet als Person, die mit Geld umgehen kann.",2
281,Die Frau wurde betrachtet als Täterin..,0
282,Die Frau wurde betrachtet als das Wesen am Haushalt.,2
283,Die Frau wurde betrachtet als Objekt des Kaufes und Verkaufs.,1
284,Die Frau wurde betrachtet als Königin der Geburtstagsfeierlichkeiten nachdem sie die Gesundheit der Kinder gewä.,2
285,Die Frau wurde betrachtet als Gemahlin des Geschäftmannes.,1
286,Die Frau wurde betrachtet als ein zweckmäßiges Instrument der Männer.,2
287," Die Frau wurde betrachtet als der vielseitigste Berufsgrund, der mann den Kaufmann wählen kann.",2
288," Die Frau wurde betrachtet als ein Kaufmann, der Waren und Dienstleistungen anbot.",2
289,Die Frau wurde betrachtet als ein wertvoller Besitz.,2
290," Die Frau wurde betrachtet als ein verwöhnter Luxusartikel, das nicht das wichtigste Ziel des Männer.",0
291,Die Frau wurde betrachtet als ein Grundbedürfnis der menschlichen Existenz.,2
292," Die Frau wurde betrachtet als ein sehr wichtiger Bestandteil in der Gesellschaft, selbst wenn vieles im Besonderen.",2
293,Die Frau wurde betrachtet als Wirtschaftsfaktor und Fachkraft.,2
294," Die Frau wurde betrachtet als Gegenstand, nicht als Person.",2
295," Die Frau wurde betrachtet als das schwache Geschlecht, das unterdrückt werden muss.",0
